The dry fruits carried by the two attackers had Indian labels,"('Terrorism',)"
"Intelligence agencies say it could take some time to pinpoint which terror group was behind the attack, but they are confident of tracking it down","('Terrorism',)"
"Each terror group leaves its own signature behind, the signals so far dont point to Lashkar, one senior official said","('Terrorism',)"
"According to a report in The Independent daily, Urdu-language newspapers in Pakistan have claimed that her dissertation was reviewed by Rushdie and that her reading list included his controversial novel The Satanic Verses, which caused iran to declare a fatwa against him","('injured_or_dead_people',)"
"Angered by the attack, Noor Mohammed Burki, a clan chieftain from Khans home region, has called for retribution against anyone who dares besmirch the cricket heros family name","('Terrorism',)"
On the other hand Jemima shrugged off the attacks as Pakistani politicking,"('Terrorism',)"
"   The Telegraph - Calcutta : Opinion    Monday, September 30, 2002  Letters to Editor                     Cutting a sorry figure in the end                                                         Sir  Thankfully, Princess Diana is dead","('injured_or_dead_people',)"
"Alive, she would not have been able to survive Buddhadeb Bhattacharjees comparison of his pen-pushers at the Writers Buildings to celebrities who die inglorious deaths after being hounded by the paparazzi (Sorry follows CMs scuffle sermon, Sept 28)","('injured_or_dead_people', 'missing_trapped_or_found_people')"
Just as the apologies came pouring in after the government was forced to eat its words on the infant deaths at the B.C,"('injured_or_dead_people',)"
The infant deaths have probably picked up at the B.C,"('injured_or_dead_people',)"
"In two days we have had two incidents which demean the entire subcontinent; one, the attack on the Swaminarayan temple (Terror in temple, Sept 25), and the other, the attack on the offices of a Christian charity in Pakistan (Terror knows no borders, Sept 26)","('Terrorism',)"
"Yours faithfully,                                 Kangayam R. Rangaswamy,                                                            Madison, US                                                         Sir  It is probably best not to get into the controversy over whether the attack on the Swaminarayan temple was an act of retaliation against the Gujarat riots or whether it was prompted by the communally charged speeches of Narendra Modi in the course of his gaurav yatra","('Rebellion', 'Terrorism')"
"One, if we cannot protect our own sanctorum, there is no point in blaming other countries every time the enemy mounts an attack","('Terrorism',)"
"Yours faithfully,                                Abhijit Mitra, Kharagpur                                                           Sir  The attack on the Swaminarayan temple was clearly an act of revenge, as evident from the targets and the place of the attack.Such acts will lead to more violence against the minorities","('Terrorism',)"
No bandh was called during the attack on the Raghunath temple in Jammu,"('Terrorism',)"
"Now with the temple attack, there is every chance that Gujarat might become another Punjab for India","('Terrorism',)"
"Madhu, Secunderabad                                                           Sir  The terror unleashed in the Swaminarayan temple has stunned the country no small measure","('Terrorism',)"
Muslim organizations have carried out their ritual of whispering protests,"('Rebellion',)"
"Yours faithfully,                                Arvind D. Tapkire, Mumbai                                                           Sir  Our places of worship were never designed for security and the latest attack on the Swaminarayan temple in Gujarat has shown how vulnerable we really are","('Terrorism',)"
"Avari, Mumbai                                                           Sir  The attack on Akshardham arouses several questions","('Terrorism',)"
"Second, it was a supremely successful action on behalf of the terrorists","('Terrorism',)"
"Yours faithfully,                                Biswapriya Purkayastha,                                                            Shillong                                                         Sir  I find one thing very striking in the Central governments reaction to the Akshardham attack","('Terrorism',)"
"Advani, whose constituency is Gandhinagar, rushed to the spot immediately after the incident, while the Centre had sent the defence minister to post-Godhra Gujarat when Gandhinagar, which had remained immune to earlier riots, also bore the brunt","('Rebellion', 'missing_trapped_or_found_people')"
"However, he does not realize that there is a large group of Indians which would be eager to complete the agenda of the terrorists  damage Indias soft underbelly, that is, its economy","('Terrorism', 'infrastructure_and_utilities_damage')"
"These people will bring in foreign direct investment to make up for the loss, ensuring that India remains forever poor and indebted","('missing_trapped_or_found_people',)"
"One feels that in the December 13, 2001 attack, at least one terrorist should have made it to the inner precincts of Parliament","('Terrorism',)"
Indias VVIPs would then have got a real taste of terrorism,"('Terrorism',)"
Expression of solidarity with the victims by those sitting at home and relaxing,"('injured_or_dead_people',)"
What is needed is direct action in places within India from where the terrorists operate,"('Terrorism',)"
"   The Telegraph - Calcutta : Nation    Wednesday, October 02, 2002      BJP call to smash jihadi cells  OUR SPECIAL CORRESPONDENT                        Chennai, Oct. 1: The BJP today rejected the view that terrorist attacks have risen despite the enactment of the Prevention of Terrorism Act, calling upon all state governments, including those ruled by the Congress and the Left, to take urgent steps to smash the local logistical support cells of jihadi terrorism sponsored by Pakistans Inter-Services Intelligence","('Terrorism',)"
"BJP president M. Venkaiah Naidu, who was here today to mark Anti-Terrorism Day, said though the Centre should focus on welfare and development, Left intellectuals who sought to link terrorisms root cause to socio-economic problems like as unemployment were untenable","('Terrorism',)"
"Such arguments are diversionary tactics from the seriousness of Pakistan-backed cross-border terrorism, which is part of its larger plan to subvert India and weaken us economically and socially, Naidu asserted","('Terrorism',)"
"Imam Ali, the dreaded terrorist who was killed in Bangalore on Sunday, also possessed a photograph of Osama bin Laden","('Terrorism', 'injured_or_dead_people')"
Naidu appealed to the people to see through the much deeper game-plan of terrorist forces using religion as a cover,"('Terrorism',)"
"The main objective behind observing an anti-terrorist day across the country today was not only to highlight cross-border terrorism, but also to drive home the need to be vigilant against Pakistans state policy of terrorism and its proxy war against India, he said","('Terrorism',)"
"Naidu was emphatic that the Pakistani connection had been established clearly in the terrorist attack on Parliament in December last and the recent attack on the Swaminarayan temple in Gandhinagar, Gujarat","('Terrorism',)"
"Further, the ISIs connections with the Coimbatore serial blasts in February, 1998, and the 1993 blast at the RSS office in Chennai have also come to light after Imam Alis death, solving a long-pending mystery, he said","('Terrorism', 'injured_or_dead_people')"
The BJP chief claimed that terrorists had received local support in terms of accommodation and logistical help in each of these incidents,"('Terrorism', 'injured_or_dead_people')"
"This showed the existence of a large number of well-networked jihadi cells operating in various parts of India and, in some places, even linked to underworld crime groups, he said","('Terrorism',)"
"Therefore, irrespective of the party in power in the various states, local jihadi support cells should be smashed as a national mission, Naidu said","('Terrorism',)"
"These cells have nothing to do with religion because no religion espoused terrorism, he added","('Terrorism',)"
"Support to terrorists and anti-national activities, inspired by the misleading propaganda of religious extremism is also irreligious in nature, Naidu said, cautioning against any go-slow tactic in this regard","('Terrorism',)"
"Expressing disappointment with Western powers for not exerting enough pressure on Pakistan to stop cross-border terrorism, Naidu said it was time the Centre and the states prepared a National Register of Citizens and issued multipurpose identity cards to all citizens","('Terrorism',)"
"This would go a long way in tackling infiltration and terrorism, he added","('Terrorism',)"
"... |  India today rallied behind Russia in condemning the hostage crisis in Moscow, but did not miss the opportunity to say that terrorism  be it in Chechnya or in Kashmir  c ... |  British Prime Minister Tony Blair today promoted two leading euro supporters out of key government jobs which they had used as platforms to promote membership of the single c ... |  Police arrested two men at a highway rest stop in rural Maryland today, in the first big break in a hunt for culprits in 10 sniper slayings which have traumatised the suburbs ... |       Shkolnikova      An Arab satellite television station showed today tapes of Chechen rebels saying they were ready to.. |       Chechen rebels holding hundreds of hostages at a Moscow theatre have dealt a blow to the image of R.. ","('Rebellion', 'Terrorism')"
"   The Telegraph - Calcutta : International  Friday, October 25, 2002      Crushing blow to Putin image  RON POPESKI       A Chechen rebel vows to die for the independence of their homeland in a tape shown by the al Jazeera television channel","('Rebellion', 'injured_or_dead_people')"
The rebel is seated in front of a laptop with the Quran by his side,"('Rebellion',)"
"(Reuters)                        Moscow, Oct. 24 (Reuters): Chechen rebels holding hundreds of hostages at a Moscow theatre have dealt a blow to the image of Russian President Vladimir Putin, who was catapulted to power by pledges to crush terrorists and stamp out lawlessness","('Rebellion', 'Terrorism')"
"The feeling that terrorists, criminals in general, get away unpunished is one of the most negative elements in our lives","('Terrorism',)"
"Russian troops swept through Chechnya, removing the elected separatist administration, and Putin declared military victory over the rebels in April 2000","('Rebellion',)"
Losses from rebel raids have since been frequent but kept to an acceptable minimum for public opinion with a few exceptions,"('Rebellion',)"
Putins backing for the US-led war on terrorism ensured that Western criticism of Russian army excesses was muted,"('Rebellion', 'Terrorism')"
"But the theatre hostage-taking has underscored an upsurge in violence and public insecurity throughout Russia, and cast more attention on the failure to establish in Chechnya long-lasting peace  and a political solution acceptable to all sides","('Terrorism',)"
"This is a blow to Putins prestige and image in Russia because he came to power as a winner in the second Chechen war, said Alexei Malashenko of the Moscow Carnegie Centre","('Rebellion',)"
"This war is spreading across the whole of the north Caucasus, and I see this kind of a terrorist act as a final and defining touch in this situation","('Rebellion', 'Terrorism')"
"Sergei Stepashin, Putins short-lived predecessor as Prime minister under Yeltsin, said scoring political points could produce tragedies like a botched attempt to end a hostage-taking at a hospital during the first 1994-96 Chechen war","('Rebellion', 'Terrorism', 'injured_or_dead_people')"
"   The Telegraph - Calcutta : International  Friday, October 25, 2002      Doctor becomes voice of victims  TARA FITZGERALD       Shkolnikova                        Moscow, Oct. 24 (Reuters): When Russian heart specialist Maria Shkolnikova stepped out of a cold, wet Moscow night and shook off her coat in a warm theatre she thought she was in for an evening of light-hearted musical entertainment","('injured_or_dead_people',)"
"He told Russian television that the armed gang wanted the war to be stopped, a clear reference to the grinding separatist war in Russias mainly Muslim Chechnya province","('Rebellion',)"
"Afanasyev said the initial assault by the hostage takers was followed by sporadic shooting in a corner of the main hall, on one of the balconies and behind the stage","('Terrorism',)"
"The rebels released about 150 hostages soon after taking over the theatre, including up to 20 children and some Muslims","('Rebellion', 'Terrorism')"
"Later today, she was shown on Russian television being bundled into a dark blue car with tinted windows after coming out of the theatre for the second time to read a statement from the hostages","('Terrorism',)"
"In a shaky, but calm voice Shkolnikova  a bespectacled woman with short cropped hair  told Reuters the rebels had fastened explosives in passageways, on seats and even to hostages themselves","('Rebellion', 'Terrorism')"
"As the drama stretched towards its second day and a first round of talks between the guerrillas and Russian negotiators proved fruitless, it seemed the rebels had chosen the doctor as their unofficial envoy to the outside world","('Rebellion', 'Terrorism')"
In a strained and tired voice she told Ekho Moskvy radio the Chechens had threatened to shoot their hostages if authorities did not pull the military out of Chechnya,"('Terrorism',)"
"(AP/PTI)                        Dubai, Oct. 24 (Reuters): An Arab satellite television station showed today tapes of Chechen rebels saying they were ready to die for the independence of their homeland and to take the lives of infidel hostages seized in a Moscow theatre","('Rebellion', 'Terrorism', 'injured_or_dead_people')"
Al Jazeera television showed a tape of what it said was one of the women rebels saying: It makes no difference to us where we die and we chose to die here in Moscow and we will take with us the souls of the infidels,"('Rebellion', 'injured_or_dead_people')"
Jazeera also showed in a separate tape what it said was one of the male rebels seated in front of a laptop with a Quran by his side,"('Rebellion',)"
"We seek death more than you seek life, said the man, who was also dressed in black","('injured_or_dead_people',)"
Rebels in Moscow seized hundreds of theatre-goers as hostages yesterday in an attack believed to have been carried out by Chechen separatist guerrillas who have threatened to shoot their captives or blow up the building unless Russia pulled its troops out of their homeland,"('Rebellion', 'Terrorism')"
"We came to the Russian capital to stop the war or to die for the sake of God, said the man, adding that the rebels belonged to sabotage and reconnaissance military brigade in Chechnya","('Rebellion', 'injured_or_dead_people')"
"   The Telegraph - Calcutta : Frontpage  Friday, October 25, 2002      Terror takes Russia hostage        Hostage Maria Shkolnikova leaves the theatre building","('Terrorism',)"
"(AFP)                         Moscow, Oct. 24 (Reuters): Cold War rivals found themselves both victims of terrorism when Chechen separatist guerrillas today threatened to shoot or blow up 700 hostages in a Moscow theatre unless Russia pulled its troops out of their homeland","('Terrorism', 'injured_or_dead_people')"
"The group of about 40, including masked women with explosives strapped to their bodies, burst in on Wednesday night firing into the air and shouting Stop the war in Chechnya","('Rebellion', 'injured_or_dead_people')"
"At least one hostage, a woman of around 20, is dead","('Terrorism', 'injured_or_dead_people')"
Grenades were fired at two other women who fled the captors,"('displaced_people_and_evacuations',)"
"Thirteen months after the suicide plane-strikes in New York and Washington, the terrorist threat obliterated old divisions between the US and Russia with the Moscow strike","('Terrorism',)"
"Since September 11, terrorists have now made major strikes on three continents  North America, Asia (Bali in Indonesia) and Europe","('Terrorism',)"
He said information from the rebels representatives confirmed that the terrorist act was planned abroad,"('Rebellion', 'Terrorism')"
"The Chechen news website www.kavkaz.org reported what it said was a statement by the attackers commander, Movsar Barayev","('Terrorism',)"
"No one will get out of here alive and theyll die with us if theres any attempt to storm the building, the website quoted him saying","('injured_or_dead_people',)"
He called on Putin to stop the war and pull his troops out of Chechnya if he wanted to save the hostages lives,"('Rebellion', 'Terrorism')"
The attack presented Putin with his sternest test since becoming President more than two years ago,"('Terrorism',)"
"The rebels freed around 150 hostages soon after taking over the theatre, including up to 20 children and a number of Muslims","('Rebellion', 'Terrorism')"
"Another negotiator, liberal deputy Irina Khakamada, headed to the Kremlin to see Putin after meeting the guerrillas","('Terrorism',)"
"One Russian official said the guerrillas called themselves a suicide squad, or smertniki","('Terrorism',)"
Two journalists freed from the theatre said the groups leader had threatened to kill 10 people an hour if his demands were not met,"('injured_or_dead_people',)"
"(AP/PTI)                        Moscow, Oct. 25 (Reuters): A few days stubble on his chin, dressed in combat gear and dark woollen hat, Movsar Barayev, leader of a Chechen suicide squad holding some 700 people hostage in a Moscow theatre, bared his face to the world early today","('Terrorism',)"
"A relative of well-known Chechen field commander Arbi Barayev, Movsar Barayev was one of a handful of guerrillas shown for the first time on Russias private NTV channel, whose crew was briefly allowed inside the building","('Terrorism',)"
"He (Barayev) is the only one of the six terrorists we saw who was not wearing a mask, was not hiding his face, NTVs Dedukh said, adding that the guerrilla leader appeared cool and collected","('Terrorism',)"
"In addition, apart from the male terrorists, we saw two women terrorists","('Terrorism',)"
The guerrillas were clearly seen talking but their voices were indistinct,"('Terrorism',)"
"The Chechen guerrillas, who are demanding Russian forces withdraw from their separatist homeland in southern Russia, shot dead one woman hostage who tried to escape when the theatre was seized late on Wednesday","('Terrorism', 'injured_or_dead_people')"
"Saddam appeal                        Iraqi President Saddam Hussein today denounced the seizure of hundreds of people at a Moscow theatre by Chechen guerrillas, saying it would only end up benefiting the US and Israel","('Terrorism',)"
"   The Telegraph - Calcutta : Frontpage  Saturday, October 26, 2002      Bomb ticks, centrestage                         Moscow, Oct. 25 (Reuters): Several hundred hostages in a Moscow theatre were living on the edge 48 hours after their capture amid warnings that the Chechen guerrillas holding them would start killing any time now","('Terrorism', 'injured_or_dead_people')"
"With the building laden with explosives and a bomb placed at the centre of the hall, fear for the lives of the 700 hundred hostages hung heavy on President Vladimir Putin, who went on national television to say he was open to talks with the guerrillas, but on his terms","('Terrorism', 'injured_or_dead_people')"
"We are open to any kind of contacts, a sombre Putin said in his second television address since Wednesdays attack","('Terrorism',)"
"Earlier, the government pledged not to kill the guerrillas if they freed all their captives","('Terrorism', 'injured_or_dead_people')"
"If all hostages are released, the terrorists will be guaranteed their lives, Nikolai Patrushev, the head of Russias security service FSB, said after meeting Putin","('Terrorism',)"
But a Russian negotiator said the rebels would start killing the hostages later tonight if their demands were not met,"('Rebellion', 'Terrorism', 'injured_or_dead_people')"
"If representatives of the authorities do not go in, I cannot exclude  according to our information  that at 10 pm (1800 GMT) the terrorists will start shooting the hostages, the negotiator told a TV channel","('Terrorism',)"
"The Chechen suicide squad, which has threatened to blow up the building if security forces storm it, freed four hostages tonight after releasing eight children and seven others separately earlier in the day","('Terrorism',)"
Conditions have been growing grimmer by the hour inside the theatre where the hostages use the orchestra pit as a toilet and supplies of food and medicines are low,"('Epidemic', 'Terrorism', 'donation_needs_or_offers_or_volunteering_services')"
Many are suffering from stress,"('injured_or_dead_people',)"
"They dont know whether the troops will storm the building, whether they will be shot or not....They dont know what is going to happen, he said, adding that officials were trying to get in medical supplies, toilet paper and food","('donation_needs_or_offers_or_volunteering_services',)"
A woman being held inside the theatre said the hostages nerves were at breaking point,"('Terrorism',)"
"A TV channel broadcast a film showing the man behind the attack, Movsar Barayev","('Terrorism',)"
"Guerrillas accompanying Barayev, including two black-clad hooded women, were armed with AK-47 assault rifles and pistols","('Terrorism',)"
Fifteen guerrillas who are covered with explosives are on duty in the hall,"('Terrorism',)"
"Deposing before chief judicial magistrate Narsingh Dasvyas, witness Bhanwar Singh denied his testimony recorded by the police on October 11, 1998, that he had taken to the hotel kitchen the meat of the black bucks allegedly killed by Salman","('injured_or_dead_people',)"
"The damaged aircraft was flown to Mumbai for repair, the sources added","('infrastructure_and_utilities_damage',)"
One more held in Godhra case                                                      Vadodara (PTI): Police have arrested one more person in the Godhra train carnage that claimed 59 lives on February 27,"('injured_or_dead_people',)"
"Simi inmate dead                                                      Nagpur (PTI): An activist of banned Students Islamic Movement of India, who had allegedly planted a bomb near the RSS headquarters here in 2001, has died of jaundice, police said","('injured_or_dead_people',)"
"Cop kills superior                                                      Chennai (PTI): Angered after his leave was refused, an Armed Reserve constable in Tiruvarur shot his superior and then killed himself, police said","('Rebellion', 'injured_or_dead_people')"
Collision deaths                                                      Bangalore (PTI): Five persons were killed and eight injured when their bus collided with a tanker in Koppal district,"('injured_or_dead_people',)"
"The minister said all the 35 dhotis bought for the poor were not more than 8 metres long, though the company claimed their length to be 9.1 metres","('injured_or_dead_people',)"
"   The Telegraph - Calcutta : International  Sunday, October 27, 2002      Russia breathes sigh of relief  ELIZABETH PIPER       A female terrorist lies dead inside the Moscow theatre","('Terrorism', 'donation_needs_or_offers_or_volunteering_services', 'injured_or_dead_people')"
"(Reuters)                        Moscow, Oct. 26 (Reuters): A single blast ripped through the damp dawn, shattering the silence and heralding the end of three days of humiliation, threat and fear for the hostages held in a Moscow theatre","('Terrorism',)"
"Gunshots echoed round high-rise residential blocks nearby and minutes later scores of Russian special-force troops streamed into the modern concrete building, past piles of explosives, abandoned food packages and shattered glass","('donation_needs_or_offers_or_volunteering_services',)"
The guerrillas were dead,"('Terrorism', 'injured_or_dead_people')"
"Hostages seen by a Reuters photographer were carried out, apparently unconscious from a gas pumped into the vast hall to knock out the Chechen guerrillas","('Terrorism',)"
The nation breathed a sigh of relief,"('donation_needs_or_offers_or_volunteering_services',)"
"Russian television footage from inside the theatre showed female hostage-takers slumped lifelessly in the padded red chairs of the auditorium, their faces covered in black scarves, packs of apparent explosives still strapped to their stomachs","('Terrorism',)"
Two of rebel mastermind Movsar Barayevs guerrillas lay sprawled in the corridor in combat gear,"('Rebellion', 'Terrorism')"
I saw dead terrorists,"('Terrorism', 'injured_or_dead_people')"
"I myself saw Barayev, an Afghan and an Arab, said Moscow deputy mayor Valery Shantsev outside the theatre, where musical lovers had gathered on Wednesday to watch Nord-Ost (North-East)                        Hostages, some unconscious and others too exhausted to walk or drag themselves from the featureless building south-east of the city centre, were helped out by camouflaged servicemen through a floor carpeted in bodies and broken glass","('Terrorism', 'injured_or_dead_people')"
"I dont know how many are dead, many are unconscious, said an interior ministry official","('injured_or_dead_people',)"
"There were hostages everywhere, upstairs, downstairs","('Terrorism',)"
"When we came into the auditorium we saw one man lying on the floor with a smashed skull, clearly dead, rescuer Vadim Mikhailov said","('injured_or_dead_people',)"
"One woman we were unable to save, but we rescued about five people, mostly girls","('displaced_people_and_evacuations', 'missing_trapped_or_found_people')"
"We were amazed that this could happen like this, without (many) victims, said the father of one girl","('injured_or_dead_people',)"
"   The Telegraph - Calcutta : International  Sunday, October 27, 2002      Survivors suffering from gas poisoning        President Vladimir Putin reacts after special forces successfully stormed a Moscow theatre and freed the hostages","('Terrorism', 'injured_or_dead_people', 'missing_trapped_or_found_people')"
"(AP/PTI)                        Moscow, Oct. 26 (Reuters): Many survivors of the Russian theatre siege were suffering from gas poisoning today, supporting reports that security forces who stormed the building first used a strong chemical to neutralise Chechen rebels","('Rebellion', 'injured_or_dead_people', 'missing_trapped_or_found_people')"
"Doctors at one Moscow hospital said 42 people were in a poor condition after being treated for poisoning by an unknown substance, and Germanys ambassador said two German nationals among the hostages had also breathed in some sort of gas","('Terrorism',)"
The two German hostages have been bodily unharmed but they are still under the impact of something which could definitely be some gas,"('Terrorism',)"
Eyewitnesses said many of the scores of hostages were unconscious and inert in the arms of security forces bringing them out of the building,"('Terrorism',)"
"But there were no wounds at all on their bodies, said Reuters photographer Sergei Karpukhin","('injured_or_dead_people',)"
"Television footage from inside the theatre immediately after the operation to free the 700 hostages showed two women rebels slumped in the theatre seats, apparently dead","('Rebellion', 'Terrorism', 'displaced_people_and_evacuations', 'injured_or_dead_people')"
"   The Telegraph - Calcutta : Frontpage  Sunday, October 27, 2002      Hostage blood spills in rescue raid at dawn  JONATHAN THATCHER       A woman has a tear wiped from her face as she waits for information on her brother who was one of the hostages","('Terrorism', 'displaced_people_and_evacuations', 'missing_trapped_or_found_people')"
"(Reuters)                        Moscow, Oct. 26 (Reuters): Russian special forces, using gas to knock out Chechen guerrillas, stormed a Moscow theatre today in a dawn raid that left dozens of hostages dead along with most of their rebel captors","('Rebellion', 'Terrorism', 'injured_or_dead_people')"
"More than 750 people, held since Wednesday by the heavily armed Muslim guerrillas, were rescued, deputy interior minister Vladimir Vasilyev said","('Terrorism', 'displaced_people_and_evacuations', 'missing_trapped_or_found_people')"
He put the initial death toll among the captives at 67,"('injured_or_dead_people',)"
But Russian news agencies later quoted the health ministry as saying that more than 90 hostages had died,"('Terrorism', 'injured_or_dead_people')"
"Nearly all the rebels were killed  50, including 18 women, according to FSB security service officials","('Rebellion', 'injured_or_dead_people')"
A local radio station said three were widows of Chechen guerrilla leaders,"('Terrorism',)"
"President Vladimir Putin went on national television in the evening to ask forgiveness for the deaths, blaming the rebel attack on international terrorism which the world has to fight","('Rebellion', 'Terrorism', 'injured_or_dead_people')"
"Forgive us, a solemn Putin said, calling terrorism a strong and dangerous, inhuman and cruel enemy","('Terrorism',)"
Russian officials insisted they had no choice but to launch todays assault after rebels started killing hostages,"('Rebellion', 'Terrorism', 'injured_or_dead_people')"
A doctor from Moscows main emergency hospital said he was treating 42 patients for gas poisoning,"('injured_or_dead_people',)"
"All 75 foreigners, three of them American, were rescued","('displaced_people_and_evacuations', 'missing_trapped_or_found_people')"
The government neither specified the type of gas used nor was there a clear explanation of how so many people died,"('injured_or_dead_people',)"
"The end of the siege, thrusting ordinary Muscovites into the frontline of the distant Chechen war, was a relief to Putin, who owed his rise to power partly to a hard line against the Chechens","('Rebellion', 'donation_needs_or_offers_or_volunteering_services')"
But it left the chances for peace in the southern frontier region seemingly as distant as ever after eight years of war,"('Rebellion',)"
"I see no change in Russian policy in Chechnya, maybe even it will be more tragic, said Pavel Felgenhauer, an independent political and military analyst.The rebels will get more entrenched, that means there will be new terrorist attacks, maybe much bloodier than this one, maybe also in Moscow","('Rebellion', 'Terrorism')"
Some later came out along a corridor carrying bodies,"('injured_or_dead_people',)"
Officials said troops forced their way into the theatre after rebels executed two hostages to press their demand that Russia pull its troops out of their homeland,"('Rebellion', 'Terrorism')"
"An Interfax news agency reporter, who was among the hostages, said a man and a woman were killed this morning","('Terrorism', 'injured_or_dead_people')"
I thought then that we would all be killed,"('injured_or_dead_people',)"
"   The Telegraph - Calcutta : International  Monday, October 28, 2002      Boys bottle missile triggered rescue raid  JON BOYLE AND ANDREI SHUKSHIN       Relatives of injured hostages catch a glimpse of their loved ones through the windows of Moscows hospital number 13 on Sunday","('Terrorism', 'displaced_people_and_evacuations', 'missing_trapped_or_found_people')"
"(AFP)                        Moscow, Oct. 27 (Reuters): A tantrum by a frightened little boy prompted Chechen guerrillas to open fire in the Moscow theatre where they held hundreds of hostages, sparking a raid by Russian special forces, a survivor said","('Terrorism', 'missing_trapped_or_found_people')"
"But as the second act got underway a suicide squad of some 50 Chechen guerrillas stormed the building just a few kilometres from the Kremlin, starting the most dramatic hostage crisis in modern Russian history","('Terrorism',)"
He threw a bottle at the guerrillas and ran down the aisle,"('Terrorism',)"
"Hearing the gunfire, commanders of hundreds of elite storm troopers who had surrounded the theatre believed the guerrillas had acted on a threat to start shooting hostages if demands for a Russian troop withdrawal from Chechnya were ignored","('Terrorism',)"
"Fearing the guerrillas would detonate large quantities of explosives rigged inside the building, the security forces pumped large quantities of gas into the theatre, knocking out the guerrillas before sending in special forces squads","('Terrorism',)"
"In the ensuing mayhem, most of the guerrillas, including their commander Movsar Barayev, were killed","('Terrorism', 'injured_or_dead_people')"
"Initial reports suggested that miraculously only 10 hostages had died, but the death toll climbed relentlessly","('Terrorism', 'injured_or_dead_people')"
"Today, Russias three main news agencies quoted health ministry officials as saying that 117 people had died","('injured_or_dead_people',)"
It was not clear how the hostages died but many appeared to have succumbed to the gas used to neutralise the guerrillas,"('Terrorism', 'injured_or_dead_people')"
"Chernyak said that throughout the siege the guerrillas kept threatening hostages with imminent death, telling them the building was rigged with explosives and nobody would escape","('Terrorism', 'injured_or_dead_people')"
"Before the raid early yesterday a man stumbled in, saying he had managed to get past the security cordon outside the theatre and that he was looking for his son who was among the hostages","('Terrorism',)"
She said the women  each carrying up to 2 kg of explosives stuffed with ball-bearings and nails  repeatedly told terrified hostages they were looking forward to dying and taking others with them,"('Terrorism', 'injured_or_dead_people')"
